,parm_cd,group,parm_nm,epa_equivalence,result_statistical_basis,result_time_basis,result_weight_basis,result_particle_size_basis,result_sample_fraction,result_temperature_basis,CASRN,SRSName,parm_unit
10901,64631,"Organics, Other","Aspirin, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Dissolved,,50-78-2,Aspirin,ug/l
10902,64632,"Organics, Other","Atenolol, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Dissolved,,29122-68-7, ,ug/l
10903,64633,"Organics, Pesticide","Clofibric acid, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Dissolved,,882-09-7, ,ug/l
10904,64634,"Organics, Other","Norsertraline, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Dissolved,, , ,ug/l
10905,64635,"Organics, Other","Dipyrone, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Dissolved,,68-89-3, ,ug/l
10906,64636,"Organics, Other","Hydrochlorothiazide, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Dissolved,,58-93-5,"2H-1,2,4-Benzothiadiazine-7-sulfonamide, 6-chloro-3,4-dihydro-, 1,1-dioxide",ug/l
10907,64637,"Organics, Other","Levothyroxin, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Dissolved,,51-48-9,"L-Tyrosine, O-(4-hydroxy-3,5-diiodophenyl)-3,5-diiodo-",ug/l
10908,64638,"Organics, Other","o-Hydroxyhippuric acid, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Dissolved,,487-54-7, ,ug/l
10909,64639,"Organics, Other","Sertraline, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Dissolved,,79617-96-2, ,ug/l
10910,64640,"Organics, Other","Simvastatin, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Dissolved,,79902-63-9, ,ug/l
10911,64641,"Organics, Other","Valproic acid, water, filtered, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Dissolved,,99-66-1,Valproic acid,ug/l
10912,64642,"Organics, Other","1,7-Dimethylxanthine, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,611-59-6, ,ug/kg
10913,64643,"Organics, Other","Acetaminophen, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,103-90-2,Acetaminophen,ug/kg
10914,64644,"Organics, Other","Alprazolam, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,28981-97-7,Alprazolam,ug/kg
10915,64645,"Organics, Other","Aspirin, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,50-78-2,Aspirin,ug/kg
10916,64646,"Organics, Other","Atenolol, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,29122-68-7, ,ug/kg
10917,64647,"Organics, Other","Azithromycin, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,83905-01-5, ,ug/kg
10918,64648,"Organics, Other","Cimetidine, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,51481-61-9, ,ug/kg
10919,64649,"Organics, Pesticide","Clofibric acid, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,882-09-7, ,ug/kg
10920,64650,"Organics, Other","Codeine, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,76-57-3,"Morphinan-6-ol, 7,8-didehydro-4,5-epoxy-3-methoxy-17-methyl-, (5.alpha.,6.alpha.)-",ug/kg
10921,64651,"Organics, Other","Dehydronifedipine, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,67035-22-7, ,ug/kg
10922,64652,"Organics, Other","Norsertraline, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,87857-41-8, ,ug/kg
10923,64653,"Organics, Other","Diclofenac, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,15307-86-5, ,ug/kg
10924,64654,"Organics, Other","Digoxigenin, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,1672-46-4, ,ug/kg
10925,64655,"Organics, Other","Diltiazem, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,42399-41-7, ,ug/kg
10926,64656,"Organics, Other","Diphenhydramine, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,58-73-1,"Ethanamine, 2-(diphenylmethoxy)-N,N-dimethyl-",ug/kg
10927,64657,"Organics, Other","Dipyrone, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,68-89-3, ,ug/kg
10928,64658,"Organics, Other","Erythromycin, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,114-07-8,Erythromycin,ug/kg
10929,64659,"Organics, Other","Fluoxetine, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,54910-89-3, ,ug/kg
10930,64660,"Organics, Other","Furosemide, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,54-31-9,"Benzoic acid, 5-(aminosulfonyl)-4-chloro-2-((2-furanylmethyl)amino)-",ug/kg
10931,64661,"Organics, Other","Gemfibrozil, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,25812-30-0, ,ug/kg
10932,64662,"Organics, Other","Hydrochlorothiazide, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,58-93-5,"2H-1,2,4-Benzothiadiazine-7-sulfonamide, 6-chloro-3,4-dihydro-, 1,1-dioxide",ug/kg
10933,64663,"Organics, Other","Ibuprofen, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,15687-27-1,"Benzeneacetic acid, .alpha.-methyl-4-(2-methylpropyl)-",ug/kg
10934,64664,"Organics, Other","Ketoprofen, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,22071-15-4,"Benzeneacetic acid, 3-benzoyl-.alpha.-methyl-",ug/kg
10935,64665,"Organics, Other","Levothyroxin, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,51-48-9,"L-Tyrosine, O-(4-hydroxy-3,5-diiodophenyl)-3,5-diiodo-",ug/kg
10936,64666,"Organics, Other","Metformin, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,657-24-9, ,ug/kg
10937,64667,"Organics, Other","Miconazole, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,22916-47-8, ,ug/kg
10938,64668,"Organics, Other","Naproxen, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,22204-53-1, ,ug/kg
10939,64669,"Organics, Other","o-Hydroxyhippuric acid, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,487-54-7, ,ug/kg
10940,64670,"Organics, Other","Ranitidine, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,66357-35-5, ,ug/kg
10941,64671,"Organics, Other","Albuterol, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,18559-94-9, ,ug/kg
10942,64672,"Organics, Other","Sertraline, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,79617-96-2, ,ug/kg
10943,64673,"Organics, Other","Simvastatin, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,79902-63-9, ,ug/kg
10944,64674,"Organics, Other","Sulfamethoxazole, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,723-46-6,Sulfamethoxazole,ug/kg
10945,64675,"Organics, Pesticide","Thiabendazole, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,148-79-8,Thiabendazole,ug/kg
10946,64676,"Organics, Other","Trimethoprim, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,738-70-5,"2,4-Pyrimidinediamine, 5-[(3,4,5-trimethoxyphenyl)methyl]-",ug/kg
10947,64677,"Organics, Other","Valproic acid, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,99-66-1,Valproic acid,ug/kg
10948,64678,"Organics, Other","Warfarin, solids, recoverable, micrograms per kilogram",USGS use and no use by EPA,,,,,Recoverable,,81-81-2,Warfarin,ug/kg
10949,64679,"Organics, Other","1,7-Dimethylxanthine, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,611-59-6, ,ng/l
10950,64680,"Organics, Other","Acetaminophen, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,103-90-2,Acetaminophen,ng/l
10951,64681,"Organics, Other","Alprazolam, suspended sediment, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Suspended,,28981-97-7,Alprazolam,ug/l
10952,64682,"Organics, Other","Aspirin, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,50-78-2,Aspirin,ng/l
10953,64683,"Organics, Other","Atenolol, suspended sediment, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Suspended,,29122-68-7, ,ug/l
10954,64684,"Organics, Other","Azithromycin, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,83905-01-5, ,ng/l
10955,64685,"Organics, Other","Carbamazepine, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,298-46-4, ,ng/l
10956,64686,"Organics, Other","Cimetidine, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,51481-61-9, ,ng/l
10957,64687,"Organics, Pesticide","Clofibric acid, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,882-09-7, ,ng/l
10958,64688,"Organics, Other","Codeine, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,76-57-3,"Morphinan-6-ol, 7,8-didehydro-4,5-epoxy-3-methoxy-17-methyl-, (5.alpha.,6.alpha.)-",ng/l
10959,64689,"Organics, Other","Dehydronifedipine, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,67035-22-7, ,ng/l
10960,64690,"Organics, Other","Norsertraline, suspended sediment, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Suspended,, , ,ug/l
10961,64691,"Organics, Other","Diclofenac, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,15307-86-5, ,ng/l
10962,64692,"Organics, Other","Digoxigenin, suspended sediment, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Suspended,,1672-46-4, ,ug/l
10963,64693,"Organics, Other","Diltiazem, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,42399-41-7, ,ng/l
10964,64694,"Organics, Other","Diphenhydramine, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,58-73-1,"Ethanamine, 2-(diphenylmethoxy)-N,N-dimethyl-",ng/l
10965,64695,"Organics, Other","Dipyrone, suspended sediment, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Suspended,,68-89-3, ,ug/l
10966,64696,"Organics, Other","Erythromycin, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,114-07-8,Erythromycin,ng/l
10967,64697,"Organics, Other","Fluoxetine, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,54910-89-3, ,ng/l
10968,64698,"Organics, Other","Furosemide, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,54-31-9,"Benzoic acid, 5-(aminosulfonyl)-4-chloro-2-((2-furanylmethyl)amino)-",ng/l
10969,64699,"Organics, Other","Gemfibrozil, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,25812-30-0, ,ng/l
10970,64700,"Organics, Other","Hydrochlorothiazide, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,58-93-5,"2H-1,2,4-Benzothiadiazine-7-sulfonamide, 6-chloro-3,4-dihydro-, 1,1-dioxide",ng/l
10971,64701,"Organics, Other","Ibuprofen, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,15687-27-1,"Benzeneacetic acid, .alpha.-methyl-4-(2-methylpropyl)-",ng/l
10972,64702,"Organics, Other","Ketoprofen, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,22071-15-4,"Benzeneacetic acid, 3-benzoyl-.alpha.-methyl-",ng/l
10973,64703,"Organics, Other","Levothyroxin, suspended sediment, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Suspended,,51-48-9,"L-Tyrosine, O-(4-hydroxy-3,5-diiodophenyl)-3,5-diiodo-",ug/l
10974,64704,"Organics, Other","Metformin, suspended sediment, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Suspended,,657-24-9, ,ug/l
10975,64705,"Organics, Other","Miconazole, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,22916-47-8, ,ng/l
10976,64706,"Organics, Other","Naproxen, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,22204-53-1, ,ng/l
10977,64707,"Organics, Other","o-Hydroxyhippuric acid, suspended sediment, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Suspended,,487-54-7, ,ug/l
10978,64708,"Organics, Other","Ranitidine, suspended sediment, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Suspended,,66357-35-5, ,ug/l
10979,64709,"Organics, Other","Albuterol, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,18559-94-9, ,ng/l
10980,64710,"Organics, Other","Sertraline, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,79617-96-2, ,ng/l
10981,64711,"Organics, Other","Simvastatin, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,79902-63-9, ,ng/l
10982,64712,"Organics, Other","Sulfamethoxazole, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,723-46-6,Sulfamethoxazole,ng/l
10983,64713,"Organics, Pesticide","Thiabendazole, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,148-79-8,Thiabendazole,ng/l
10984,64714,"Organics, Other","Trimethoprim, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,738-70-5,"2,4-Pyrimidinediamine, 5-[(3,4,5-trimethoxyphenyl)methyl]-",ng/l
10985,64715,"Organics, Other","Valproic acid, suspended sediment, recoverable, micrograms per liter",USGS use and no use by EPA,,,,,Suspended,,99-66-1,Valproic acid,ug/l
10986,64716,"Organics, Other","Warfarin, suspended sediment, recoverable, nanograms per liter",USGS use and no use by EPA,,,,,Suspended,,81-81-2,Warfarin,ng/l
10987,64717,"Organics, PCBs","PCB congener 8, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,34883-43-7,"2,4'-Dichlorobiphenyl",ug/kg
10988,64718,"Organics, PCBs","PCB congener 18, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,37680-65-2,"2,2',5-Trichlorobiphenyl",ug/kg
10989,64719,"Organics, PCBs","PCB congener 22, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,38444-85-8,"2,3,4'-Trichlorobiphenyl",ug/kg
10990,64720,"Organics, PCBs","PCB congener 26, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,38444-81-4,"2,3',5-Trichlorobiphenyl",ug/kg
10991,64721,"Organics, PCBs","PCB congener 28, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,7012-37-5,"2,4,4'-Trichlorobiphenyl",ug/kg
10992,64722,"Organics, PCBs","PCB congener 31, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,16606-02-3,"2,4',5-Trichlorobiphenyl",ug/kg
10993,64723,"Organics, PCBs","PCB congener 33, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,38444-86-9,"2,3',4'-Trichlorobiphenyl",ug/kg
10994,64724,"Organics, PCBs","PCB congener 44, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,41464-39-5,"2,2',3,5'-Tetrachlorobiphenyl",ug/kg
10995,64725,"Organics, PCBs","PCB congener 49, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,41464-40-8,"2,2',4,5'-Tetrachlorobiphenyl",ug/kg
10996,64726,"Organics, PCBs","PCB congener 52, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,35693-99-3,"2,2',5,5'-Tetrachlorobiphenyl",ug/kg
10997,64727,"Organics, PCBs","PCB congener 70, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,32598-11-1,"2,3',4',5-Tetrachlorobiphenyl",ug/kg
10998,64728,"Organics, PCBs","PCB congener 95, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,38379-99-6,"2,2',3,5',6-Pentachlorobiphenyl",ug/kg
10999,64729,"Organics, PCBs","PCB congener 101, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,37680-73-2,"2,2',4,5,5'-Pentachlorobiphenyl",ug/kg
11000,64730,"Organics, PCBs","PCB congener 110, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,38380-03-9,"2,3,3',4',6-Pentachlorobiphenyl",ug/kg
11001,64731,"Organics, PCBs","PCB congener 118, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,31508-00-6,"2,3',4,4',5-Pentachlorobiphenyl",ug/kg
11002,64732,"Organics, PCBs","PCB congener 138, solids, recoverable, dry weight, micrograms per kilogram",USGS use and no use by EPA,,,Dry,,Recoverable,,35065-28-2,"2,2',3,4,4',5'-Hexachlorobiphenyl",ug/kg
